review_id,branch_id,review_date,aspect,matched_terms,aspect_sentiment_label,aspect_sentiment_score,aspect_method,aspect_status
ChZDSUhNMG9nS0VJQ0FnSUQ3aUlxSVlREAE,banjara_hills,2024-08-20T14:33:58.901000+00:00,food_quality,"food,taste",Neutral,0.028986,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUQ3aUlxSVlREAE,banjara_hills,2024-08-20T14:33:58.901000+00:00,waiting_time,waiting,Neutral,0.028986,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNteUs2YkV3EAE,banjara_hills,2024-08-18T18:48:10.867000+00:00,food_quality,food,Positive,0.133333,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNteUs2YkV3EAE,banjara_hills,2024-08-18T18:48:10.867000+00:00,ambience,ambience,Positive,0.133333,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUM3MGZtSzBBRRAB,banjara_hills,2024-08-16T14:25:11.587000+00:00,price_value,expensive,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURkNFB1bmp3RRAB,banjara_hills,2024-08-13T09:43:39.696000+00:00,quantity,quantity,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUM3bVBfRHhRRRAB,banjara_hills,2024-08-12T07:41:51.641000+00:00,food_quality,taste,Positive,0.070175,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUM3bVBfRHhRRRAB,banjara_hills,2024-08-12T07:41:51.641000+00:00,quantity,"quantity,serving",Positive,0.070175,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUM3bVBfRHhRRRAB,banjara_hills,2024-08-12T07:41:51.641000+00:00,ambience,place,Positive,0.070175,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURibi1uS0VBEAE,banjara_hills,2024-08-10T22:49:46.634000+00:00,food_quality,taste,Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURicjlTTXBnRRAB,banjara_hills,2024-08-10T18:15:42.183000+00:00,food_quality,hot,Neutral,-0.046512,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURicjlTTXBnRRAB,banjara_hills,2024-08-10T18:15:42.183000+00:00,service,service,Neutral,-0.046512,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURiel9pQ2Z3EAE,banjara_hills,2024-08-10T17:41:40.897000+00:00,service,"rude,service",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURib1lUV2dnRRAB,banjara_hills,2024-08-06T07:36:13.043000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURicnFYYWh3RRAB,banjara_hills,2024-08-05T15:06:53.225000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURib3YzalFBEAE,banjara_hills,2024-08-03T14:31:51.150000+00:00,food_quality,delicious,Neutral,0.046512,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURiN1BxazBnRRAB,banjara_hills,2024-08-02T21:09:36.241000+00:00,food_quality,"delicious,food",Positive,0.333333,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURiN1BxazBnRRAB,banjara_hills,2024-08-02T21:09:36.241000+00:00,service,service,Positive,0.333333,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURicUp6cEpnEAE,banjara_hills,2024-08-01T14:58:19.835000+00:00,service,"rude,staff",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURicUp6cEpnEAE,banjara_hills,2024-08-01T14:58:19.835000+00:00,waiting_time,wait,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURicUp6cEpnEAE,banjara_hills,2024-08-01T14:58:19.835000+00:00,ambience,seating,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURiZ0tySF9RRRAB,banjara_hills,2024-07-31T18:51:23.907000+00:00,food_quality,food,Neutral,0.047619,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURiZ0tySF9RRRAB,banjara_hills,2024-07-31T18:51:23.907000+00:00,ambience,place,Neutral,0.047619,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNieDlDdVFnEAE,banjara_hills,2024-07-30T13:15:29.613000+00:00,food_quality,"delicious,food",Positive,0.3,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNieDlDdVFnEAE,banjara_hills,2024-07-30T13:15:29.613000+00:00,service,service,Positive,0.3,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNieDlDdVFnEAE,banjara_hills,2024-07-30T13:15:29.613000+00:00,ambience,ambience,Positive,0.3,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNiOFphU3NBRRAB,banjara_hills,2024-07-28T11:54:15.261000+00:00,food_quality,food,Neutral,-0.035714,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNiOFphU3NBRRAB,banjara_hills,2024-07-28T11:54:15.261000+00:00,price_value,price,Neutral,-0.035714,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNiMFl5YUdREAE,banjara_hills,2024-07-28T06:47:10.584000+00:00,food_quality,food,Negative,-0.071429,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNiMFl5YUdREAE,banjara_hills,2024-07-28T06:47:10.584000+00:00,service,service,Negative,-0.071429,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNiMFl5YUdREAE,banjara_hills,2024-07-28T06:47:10.584000+00:00,waiting_time,late,Negative,-0.071429,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNiMFl5YUdREAE,banjara_hills,2024-07-28T06:47:10.584000+00:00,ambience,place,Negative,-0.071429,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNid3YzYlp3EAE,banjara_hills,2024-07-25T00:43:20.996000+00:00,food_quality,delicious,Positive,0.066667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNieE16V19nRRAB,banjara_hills,2024-07-24T18:34:59.780000+00:00,food_quality,taste,Neutral,0.022727,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNieE16V19nRRAB,banjara_hills,2024-07-24T18:34:59.780000+00:00,ambience,place,Neutral,0.022727,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNiNEttdmFBEAE,banjara_hills,2024-07-22T07:55:36.579000+00:00,food_quality,food,Positive,0.25,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybExMTHpnRRAB,banjara_hills,2024-07-15T08:20:13.240000+00:00,food_quality,food,Positive,0.5,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybExMTHpnRRAB,banjara_hills,2024-07-15T08:20:13.240000+00:00,service,service,Positive,0.5,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybExMTHpnRRAB,banjara_hills,2024-07-15T08:20:13.240000+00:00,ambience,atmosphere,Positive,0.5,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURyLUpEVzd3RRAB,banjara_hills,2024-07-14T14:06:06.170000+00:00,food_quality,taste,Positive,0.166667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURyLUpEVzd3RRAB,banjara_hills,2024-07-14T14:06:06.170000+00:00,quantity,quantity,Positive,0.166667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURyLUpEVzd3RRAB,banjara_hills,2024-07-14T14:06:06.170000+00:00,ambience,"ambience,parking",Positive,0.166667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybU1PbzZRRRAB,banjara_hills,2024-07-14T05:19:36.917000+00:00,food_quality,"food,fresh,hot,taste,tasty",Positive,0.061728,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybU1PbzZRRRAB,banjara_hills,2024-07-14T05:19:36.917000+00:00,price_value,value,Positive,0.061728,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURybU1PbzZRRRAB,banjara_hills,2024-07-14T05:19:36.917000+00:00,ambience,seating,Positive,0.061728,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURyZ0xxM1V3EAE,banjara_hills,2024-07-12T17:49:11.651000+00:00,food_quality,food,Neutral,-0.016129,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyM19pZ21nRRAB,banjara_hills,2024-07-12T11:57:01.593000+00:00,ambience,place,Positive,0.2,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURleF9lTE1nEAE,banjara_hills,2024-07-11T01:09:47.884000+00:00,food_quality,delicious,Positive,0.052632,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURleF9lTE1nEAE,banjara_hills,2024-07-11T01:09:47.884000+00:00,price_value,prices,Positive,0.052632,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURleF9lTE1nEAE,banjara_hills,2024-07-11T01:09:47.884000+00:00,quantity,portions,Positive,0.052632,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURleF9lTE1nEAE,banjara_hills,2024-07-11T01:09:47.884000+00:00,ambience,atmosphere,Positive,0.052632,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNybmFTSVp3EAE,banjara_hills,2024-07-10T07:38:01.594000+00:00,food_quality,delicious,Positive,0.107143,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNybmFTSVp3EAE,banjara_hills,2024-07-10T07:38:01.594000+00:00,ambience,ambience,Positive,0.107143,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNyaFlHekhREAE,banjara_hills,2024-07-09T09:40:35.488000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNyaFlHekhREAE,banjara_hills,2024-07-09T09:40:35.488000+00:00,price_value,worth,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyaWQza3dRRRAB,banjara_hills,2024-07-08T15:31:06.247000+00:00,food_quality,"food,taste",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyaWQza3dRRRAB,banjara_hills,2024-07-08T15:31:06.247000+00:00,service,service,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNya2RqUUdnEAE,banjara_hills,2024-07-08T05:47:16.689000+00:00,food_quality,taste,Positive,0.142857,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyZ2RmMmdnRRAB,banjara_hills,2024-07-07T21:44:03.808000+00:00,service,service,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyZ2RmMmdnRRAB,banjara_hills,2024-07-07T21:44:03.808000+00:00,waiting_time,"time,waiting",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyc3AySy1BRRAB,banjara_hills,2024-07-05T16:44:43.232000+00:00,food_quality,food,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNyc3AySy1BRRAB,banjara_hills,2024-07-05T16:44:43.232000+00:00,service,service,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURMcVoyMHRnRRAB,banjara_hills,2024-06-28T18:43:51.570000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURMcVoyMHRnRRAB,banjara_hills,2024-06-28T18:43:51.570000+00:00,ambience,"parking,place",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURMOGFlRWdnRRAB,banjara_hills,2024-06-28T15:25:23.513000+00:00,service,"service,staff",Negative,-0.125,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURMOGFlRWdnRRAB,banjara_hills,2024-06-28T15:25:23.513000+00:00,price_value,worth,Negative,-0.125,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMcDRMelNBEAE,banjara_hills,2024-06-23T17:20:57.930000+00:00,food_quality,"delicious,food,taste",Neutral,0.02027,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMcDRMelNBEAE,banjara_hills,2024-06-23T17:20:57.930000+00:00,service,service,Neutral,0.02027,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMcDRMelNBEAE,banjara_hills,2024-06-23T17:20:57.930000+00:00,ambience,"ambience,atmosphere,place",Neutral,0.02027,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMaFliSVNBEAE,banjara_hills,2024-06-21T13:23:17.590000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMaFliSVNBEAE,banjara_hills,2024-06-21T13:23:17.590000+00:00,ambience,seating,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNMLVpYQ3ZBRRAB,banjara_hills,2024-06-21T12:01:04.831000+00:00,food_quality,"food,tasty",Positive,0.111111,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNMbk1md19RRRAB,banjara_hills,2024-06-16T13:36:12.892000+00:00,food_quality,"food,taste",Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNMbk1md19RRRAB,banjara_hills,2024-06-16T13:36:12.892000+00:00,service,service,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNMbk1md19RRRAB,banjara_hills,2024-06-16T13:36:12.892000+00:00,price_value,"price,worth",Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNMbk1md19RRRAB,banjara_hills,2024-06-16T13:36:12.892000+00:00,ambience,ambience,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMclBUeVFREAE,banjara_hills,2024-06-16T07:04:34.987000+00:00,food_quality,"delicious,food",Positive,0.181818,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNMclBUeVFREAE,banjara_hills,2024-06-16T07:04:34.987000+00:00,service,service,Positive,0.181818,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUR6dThyZU13EAE,banjara_hills,2024-06-12T18:20:55.516000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNsaDVhQzdnRRAB,banjara_hills,2024-06-10T17:12:44.639000+00:00,food_quality,taste,Neutral,0.009615,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNsaDVhQzdnRRAB,banjara_hills,2024-06-10T17:12:44.639000+00:00,service,"service,staff",Neutral,0.009615,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNsaDVhQzdnRRAB,banjara_hills,2024-06-10T17:12:44.639000+00:00,waiting_time,time,Neutral,0.009615,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNsaDVhQzdnRRAB,banjara_hills,2024-06-10T17:12:44.639000+00:00,ambience,seating,Neutral,0.009615,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUR6OXZ5c01BEAE,banjara_hills,2024-06-10T01:50:04.400000+00:00,ambience,place,Positive,0.058824,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUR6aHRlWGFREAE,banjara_hills,2024-06-09T15:58:25.520000+00:00,food_quality,food,Neutral,-0.014085,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUR6aHRlWGFREAE,banjara_hills,2024-06-09T15:58:25.520000+00:00,ambience,place,Neutral,-0.014085,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6cjdyTVB3EAE,banjara_hills,2024-06-06T10:08:57.316000+00:00,hygiene,"cleanliness,hygiene",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6cjdyTVB3EAE,banjara_hills,2024-06-06T10:08:57.316000+00:00,ambience,seating,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6ei1YSFNREAE,banjara_hills,2024-06-06T09:08:57.214000+00:00,food_quality,delicious,Positive,1.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6MjVuWmpnRRAB,banjara_hills,2024-06-05T11:31:01.130000+00:00,food_quality,"flavour,taste",Negative,-0.09375,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6MjVuWmpnRRAB,banjara_hills,2024-06-05T11:31:01.130000+00:00,service,service,Negative,-0.09375,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6aTdpZmlRRRAB,banjara_hills,2024-06-05T02:49:28.515000+00:00,food_quality,"food,taste",Positive,0.066667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6aTdpZmlRRRAB,banjara_hills,2024-06-05T02:49:28.515000+00:00,ambience,place,Positive,0.066667,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2ZXN0JBEAE,banjara_hills,2024-06-02T19:02:42.463000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2ZXN0JBEAE,banjara_hills,2024-06-02T19:02:42.463000+00:00,service,service,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2ZXN0JBEAE,banjara_hills,2024-06-02T19:02:42.463000+00:00,ambience,atmosphere,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2FiN2NBEAE,banjara_hills,2024-06-02T18:38:37.566000+00:00,food_quality,food,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2FiN2NBEAE,banjara_hills,2024-06-02T18:38:37.566000+00:00,service,"service,staff",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2FiN2NBEAE,banjara_hills,2024-06-02T18:38:37.566000+00:00,waiting_time,wait,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUN6a2FiN2NBEAE,banjara_hills,2024-06-02T18:38:37.566000+00:00,ambience,place,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6NFlEYjFBRRAB,banjara_hills,2024-06-02T16:51:27.964000+00:00,hygiene,clean,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6OU9Mdm1RRRAB,banjara_hills,2024-05-31T09:02:16.457000+00:00,service,"rude,staff",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6d0lpZjl3RRAB,banjara_hills,2024-05-29T17:51:02.750000+00:00,food_quality,"food,fresh",Neutral,-0.035088,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6d0lpZjl3RRAB,banjara_hills,2024-05-29T17:51:02.750000+00:00,service,"behaviour,staff",Neutral,-0.035088,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUN6d0lpZjl3RRAB,banjara_hills,2024-05-29T17:51:02.750000+00:00,quantity,quantity,Neutral,-0.035088,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURUczY3eElREAE,banjara_hills,2024-05-27T17:10:48.631000+00:00,ambience,place,Positive,0.2,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURUNGVMdmpBRRAB,banjara_hills,2024-05-25T10:08:46.051000+00:00,food_quality,"food,tasty",Neutral,0.037037,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURUdU5tdmRREAE,banjara_hills,2024-05-22T09:59:55.031000+00:00,ambience,place,Positive,0.111111,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURUc0wtTkJBEAE,banjara_hills,2024-05-21T17:47:02.219000+00:00,food_quality,food,Negative,-0.25,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURUc0wtTkJBEAE,banjara_hills,2024-05-21T17:47:02.219000+00:00,price_value,expensive,Negative,-0.25,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURUd05fLXBRRRAB,banjara_hills,2024-05-21T08:19:03.176000+00:00,food_quality,taste,Neutral,-0.012048,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURUd05fLXBRRRAB,banjara_hills,2024-05-21T08:19:03.176000+00:00,price_value,cost,Neutral,-0.012048,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUXzlLaVFREAE,banjara_hills,2024-05-21T02:31:18.230000+00:00,food_quality,taste,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUXzlLaVFREAE,banjara_hills,2024-05-21T02:31:18.230000+00:00,ambience,seating,Neutral,0.041667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUcjhYUWxnRRAB,banjara_hills,2024-05-20T15:46:46.689000+00:00,food_quality,"food,taste",Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURtMXR2TUt3EAE,banjara_hills,2024-05-20T04:36:01.228000+00:00,service,staff,Neutral,0.006667,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURtMXR2TUt3EAE,banjara_hills,2024-05-20T04:36:01.228000+00:00,quantity,"quantity,small",Neutral,0.006667,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSURtMXR2TUt3EAE,banjara_hills,2024-05-20T04:36:01.228000+00:00,ambience,place,Neutral,0.006667,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUOWYyU3h3RRAB,banjara_hills,2024-05-17T15:55:03.234000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUaWVIb0NnEAE,banjara_hills,2024-05-16T08:04:24.459000+00:00,food_quality,taste,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUeXZfVllBEAE,banjara_hills,2024-05-13T09:47:26.266000+00:00,food_quality,"delicious,food,taste",Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUeXZfVllBEAE,banjara_hills,2024-05-13T09:47:26.266000+00:00,service,service,Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUeXZfVllBEAE,banjara_hills,2024-05-13T09:47:26.266000+00:00,waiting_time,time,Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUeXZfVllBEAE,banjara_hills,2024-05-13T09:47:26.266000+00:00,price_value,prices,Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChZDSUhNMG9nS0VJQ0FnSUNUeXZfVllBEAE,banjara_hills,2024-05-13T09:47:26.266000+00:00,ambience,ambience,Positive,0.055556,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUNHM3WHBRRRAB,banjara_hills,2024-05-12T17:55:10.671000+00:00,food_quality,taste,Neutral,-0.037037,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUNHM3WHBRRRAB,banjara_hills,2024-05-12T17:55:10.671000+00:00,price_value,"cost,worth",Neutral,-0.037037,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUNHM3WHBRRRAB,banjara_hills,2024-05-12T17:55:10.671000+00:00,quantity,quantity,Neutral,-0.037037,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUM1AzRW1RRRAB,banjara_hills,2024-05-12T06:34:31.114000+00:00,service,behavior,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUM1AzRW1RRRAB,banjara_hills,2024-05-12T06:34:31.114000+00:00,waiting_time,waiting,Neutral,0.0,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSUNUcE9DX3JBRRAB,banjara_hills,2024-05-11T06:18:04.025000+00:00,ambience,place,Negative,-0.090909,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURaakpxTzNRRRAB,banjara_hills,2024-05-09T20:07:32.171000+00:00,food_quality,"food,taste",Neutral,0.04,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURaakpxTzNRRRAB,banjara_hills,2024-05-09T20:07:32.171000+00:00,waiting_time,late,Neutral,0.04,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURqdi1handRRRAB,banjara_hills,2024-05-09T10:50:33.340000+00:00,food_quality,taste,Positive,0.076923,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURqal9qRy1nRRAB,banjara_hills,2024-05-08T19:37:14.735000+00:00,ambience,place,Positive,0.125,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURqcDR5VGdBRRAB,banjara_hills,2024-05-08T08:48:22.796000+00:00,food_quality,food,Positive,0.1,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURqcDR5VGdBRRAB,banjara_hills,2024-05-08T08:48:22.796000+00:00,service,service,Positive,0.1,keyword_baseline_v1,derived_unvalidated
ChdDSUhNMG9nS0VJQ0FnSURqcDR5VGdBRRAB,banjara_hills,2024-05-08T08:48:22.796000+00:00,price_value,price,Positive,0.1,keyword_baseline_v1,derived_unvalidated
